Class Name,Instance Side Definition,Class Side Definition
MorphicEventDispatcher,"Object subclass: #MorphicEventDispatcher 	instanceVariableNames: 'lastType lastDispatch' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Events'","MorphicEventDispatcher class 	instanceVariableNames: ''"
Metaclass,"ClassDescription subclass: #Metaclass 	uses: TApplyingOnClassSide 	instanceVariableNames: 'thisClass traitComposition localSelectors' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Classes'","Metaclass class 	uses: TApplyingOnClassSide classTrait 	instanceVariableNames: ''"
EntryCompletion,"Object subclass: #EntryCompletion 	instanceVariableNames: 'dataSourceBlock filterBlock chooseBlock chooser previousToken' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","EntryCompletion class 	instanceVariableNames: ''"
ClassDiffBuilder,"TextDiffBuilder subclass: #ClassDiffBuilder 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-FilePackage'","ClassDiffBuilder class 	instanceVariableNames: ''"
TransformationMorph,"TransformMorph subclass: #TransformationMorph 	uses: TAbleToRotate 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Basic'","TransformationMorph class 	uses: TAbleToRotate classTrait 	instanceVariableNames: ''"
CharacterTest,"ClassTestCase subclass: #CharacterTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'CollectionsTests-Strings'","CharacterTest class 	instanceVariableNames: ''"
PackageMethodCategoryNodeExample,"PackageAbstractNodeExample subclass: #PackageMethodCategoryNodeExample 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-MorphTreeWidget-Examples'","PackageMethodCategoryNodeExample class 	instanceVariableNames: ''"
EventHandlerTest,"TestCase subclass: #EventHandlerTest 	instanceVariableNames: 'morph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'MorphicTests-Event'","EventHandlerTest class 	instanceVariableNames: ''"
WikiStyleHelpTest,"TestCase subclass: #WikiStyleHelpTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'HelpSystem-Tests-Core-Utilities'","WikiStyleHelpTest class 	instanceVariableNames: ''"
RBInstanceBinding,"RBVariableBinding subclass: #RBInstanceBinding 	instanceVariableNames: 'name index' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'AST-Semantic-Binding'","RBInstanceBinding class 	instanceVariableNames: ''"
TextConverter,"Object subclass: #TextConverter 	instanceVariableNames: 'latin1Map latin1Encodings' 	classVariableNames: '' 	poolDictionaries: 'EventSensorConstants' 	category: 'Multilingual-TextConversion'","TextConverter class 	instanceVariableNames: 'latin1Map latin1Encodings'"
NetworkSystemSettings,"Object subclass: #NetworkSystemSettings 	instanceVariableNames: '' 	classVariableNames: 'BlabEmail LastHTTPProxyPort LastHTTPProxyServer ProxyPassword ProxyUser UseHTTPProxy UseNetworkAuthentification' 	poolDictionaries: '' 	category: 'Settings-Network'","NetworkSystemSettings class 	instanceVariableNames: ''"
RBSemanticAnnotationMissing,"Error subclass: #RBSemanticAnnotationMissing 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'AST-Semantic-Exceptions'","RBSemanticAnnotationMissing class 	instanceVariableNames: ''"
MCMcdReader,"MCMczReader subclass: #MCMcdReader 	instanceVariableNames: 'baseInfo patch' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Storing'","MCMcdReader class 	instanceVariableNames: ''"
RGClassVariableDefinition,"RGVariableDefinition subclass: #RGClassVariableDefinition 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Ring-Core-Kernel'","RGClassVariableDefinition class 	instanceVariableNames: ''"
ZnHttpUnsuccessful,"Error subclass: #ZnHttpUnsuccessful 	instanceVariableNames: 'response' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Exceptions'","ZnHttpUnsuccessful class 	instanceVariableNames: ''"
DifferatorSystemSettings,"Object subclass: #DifferatorSystemSettings 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Settings-Tools'","DifferatorSystemSettings class 	instanceVariableNames: ''"
NECWorkspaceController,"NECController subclass: #NECWorkspaceController 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'NECompletion-View'","NECWorkspaceController class 	instanceVariableNames: ''"
MetacelloPostLoadDirective,"MetacelloPrePostLoadDirective subclass: #MetacelloPostLoadDirective 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-MC-Directives'","MetacelloPostLoadDirective class 	instanceVariableNames: ''"
HashTesterTest,"TestCase subclass: #HashTesterTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Utilities'","HashTesterTest class 	instanceVariableNames: ''"
ORCmdSelectMethodsEnvironment,"ORCmdEnvironment subclass: #ORCmdSelectMethodsEnvironment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Commands'","ORCmdSelectMethodsEnvironment class 	instanceVariableNames: ''"
RBGuardClauseRule,"RBTransformationRule subclass: #RBGuardClauseRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-TransformationRules'","RBGuardClauseRule class 	instanceVariableNames: ''"
DelayTest,"TestCase subclass: #DelayTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Processes'","DelayTest class 	instanceVariableNames: ''"
ZnDigestCredential,"ZnBasicCredential subclass: #ZnDigestCredential 	instanceVariableNames: 'nonce opaque' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnDigestCredential class 	instanceVariableNames: ''"
Link,"Object subclass: #Link 	instanceVariableNames: 'nextLink' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Support'","Link class 	instanceVariableNames: ''"
LayoutFrame,"Object subclass: #LayoutFrame 	instanceVariableNames: 'leftFraction leftOffset topFraction topOffset rightFraction rightOffset bottomFraction bottomOffset' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Layouts'","LayoutFrame class 	instanceVariableNames: ''"
OBReferencesBrowser,"OBListBrowser subclass: #OBReferencesBrowser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Browsers'","OBReferencesBrowser class 	instanceVariableNames: ''"
ProtocolClient,"Object subclass: #ProtocolClient 	instanceVariableNames: 'stream connectInfo lastResponse pendingResponses progressObservers' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-Protocols'","ProtocolClient class 	instanceVariableNames: ''"
RxmSubstring,"RxmLink subclass: #RxmSubstring 	instanceVariableNames: 'sample compare' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Regex-Core'","RxmSubstring class 	instanceVariableNames: ''"
MetacelloMCVersionSpecLoader,"Object subclass: #MetacelloMCVersionSpecLoader 	instanceVariableNames: 'versionSpec required packages loader loaderPolicy' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-MC-Loaders'","MetacelloMCVersionSpecLoader class 	instanceVariableNames: ''"
GoferReinitialize,"GoferWorking subclass: #GoferReinitialize 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core'","GoferReinitialize class 	instanceVariableNames: ''"
UnreferencedSharedPool,"SharedPool subclass: #UnreferencedSharedPool 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-System'","UnreferencedSharedPool class 	instanceVariableNames: ''"
SystemHelp,"Object subclass: #SystemHelp 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'HelpSystem-Core-Utilities'","SystemHelp class 	instanceVariableNames: ''"
POP3LoginError,"ProtocolClientError subclass: #POP3LoginError 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-Protocols'","POP3LoginError class 	instanceVariableNames: ''"
MetacelloCachingGoferResolvedReference,"GoferResolvedReference subclass: #MetacelloCachingGoferResolvedReference 	instanceVariableNames: 'cachedVersion' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-MC-Gofer'","MetacelloCachingGoferResolvedReference class 	instanceVariableNames: ''"
ClassTrait,"TraitDescription subclass: #ClassTrait 	uses: TApplyingOnClassSide 	instanceVariableNames: 'baseTrait' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Traits-Kernel'","ClassTrait class 	uses: TApplyingOnClassSide classTrait 	instanceVariableNames: ''"
Gofer,"Object subclass: #Gofer 	instanceVariableNames: 'references repositories errorBlock packageCacheRepository resolvedReferencesCache' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core'","Gofer class 	instanceVariableNames: ''"
RBRenameTemporaryRefactoring,"RBMethodRefactoring subclass: #RBRenameTemporaryRefactoring 	instanceVariableNames: 'selector interval oldName newName parseTree' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Core-Refactorings'","RBRenameTemporaryRefactoring class 	instanceVariableNames: ''"
UpdatingMenuMorph,"MenuMorph subclass: #UpdatingMenuMorph 	instanceVariableNames: 'updater updateSelector' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Menus'","UpdatingMenuMorph class 	instanceVariableNames: ''"
MCMergingTest,"MCTestCase subclass: #MCMergingTest 	instanceVariableNames: 'conflictBlock conflicts' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-Monticello'","MCMergingTest class 	instanceVariableNames: ''"
ZnApplicationFormUrlEncodedEntity,"ZnEntity subclass: #ZnApplicationFormUrlEncodedEntity 	instanceVariableNames: 'fields representation' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Core'","ZnApplicationFormUrlEncodedEntity class 	instanceVariableNames: ''"
BalloonState,"Object subclass: #BalloonState 	instanceVariableNames: 'transform colorTransform aaLevel' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Balloon-Engine'","BalloonState class 	instanceVariableNames: ''"
MessageSet,"Browser subclass: #MessageSet 	instanceVariableNames: 'messageList autoSelectString growable' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tools-Browser'","MessageSet class 	instanceVariableNames: ''"
HistoryIterator,"Object subclass: #HistoryIterator 	instanceVariableNames: 'index plugged recorder maxSize' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-History'","HistoryIterator class 	instanceVariableNames: ''"
TimespanDoSpanAYearTest,"TestCase subclass: #TimespanDoSpanAYearTest 	instanceVariableNames: 'aTimespan aDuration aDate' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Chronology'","TimespanDoSpanAYearTest class 	instanceVariableNames: ''"
RBAssignmentInIfTrueRule,"RBTransformationRule subclass: #RBAssignmentInIfTrueRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-TransformationRules'","RBAssignmentInIfTrueRule class 	instanceVariableNames: ''"
TextMorphForEditView,"TextMorph subclass: #TextMorphForEditView 	instanceVariableNames: 'editView acceptOnCR autoAccept acceptOnFocusChange selectionColor' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Text Support'","TextMorphForEditView class 	instanceVariableNames: ''"
SystemAnnouncer,"Announcer subclass: #SystemAnnouncer 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Announcements'","SystemAnnouncer class 	instanceVariableNames: 'announcer privateAnnouncer'"
ZipStringMember,"ZipArchiveMember subclass: #ZipStringMember 	instanceVariableNames: 'contents stream' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Archives'","ZipStringMember class 	instanceVariableNames: ''"
NOCContext,"NECContext subclass: #NOCContext 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'NOCompletion-Model'","NOCContext class 	instanceVariableNames: ''"
MetacelloCannotUpdateReleasedVersionError,"Error subclass: #MetacelloCannotUpdateReleasedVersionError 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-Core-Exceptions'","MetacelloCannotUpdateReleasedVersionError class 	instanceVariableNames: ''"
SyntaxError,"Object subclass: #SyntaxError 	instanceVariableNames: 'contents class selector category debugger doitFlag dependents location error' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tools-Debugger'","SyntaxError class 	instanceVariableNames: ''"
RBTemporaryVariableCapitalizationRule,"RBBlockLintRule subclass: #RBTemporaryVariableCapitalizationRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-BlockRules'","RBTemporaryVariableCapitalizationRule class 	instanceVariableNames: ''"
RBEqualNotUsedRule,"RBParseTreeLintRule subclass: #RBEqualNotUsedRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-ParseTreeRules'","RBEqualNotUsedRule class 	instanceVariableNames: ''"
SelectVisitorTest,"AbstractEnumerationVisitorTest subclass: #SelectVisitorTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Tests-Core'","SelectVisitorTest class 	instanceVariableNames: ''"
SelectorException,"Error subclass: #SelectorException 	instanceVariableNames: 'selector' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Exceptions'","SelectorException class 	instanceVariableNames: ''"
PNGReadWriterTest,"TestCase subclass: #PNGReadWriterTest 	instanceVariableNames: 'fileName' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Tests-Files'","PNGReadWriterTest class 	instanceVariableNames: ''"
AnnouncementsHelp,"CustomHelp subclass: #AnnouncementsHelp 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Announcements-Help'","AnnouncementsHelp class 	instanceVariableNames: ''"
ZnBivalentWriteStreamTests,"TestCase subclass: #ZnBivalentWriteStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Tests'","ZnBivalentWriteStreamTests class 	instanceVariableNames: ''"
Color,"Object subclass: #Color 	instanceVariableNames: 'rgb cachedDepth cachedBitPattern' 	classVariableNames: 'Black Blue BlueShift Brown CachedColormaps ColorNames ComponentMask ComponentMax Cyan DarkGray Gray GrayToIndexMap Green GreenShift HalfComponentMask HighLightBitmaps IndexedColors LightBlue LightBrown LightCyan LightGray LightGreen LightMagenta LightOrange LightRed LightYellow Magenta MaskingMap Orange PureBlue PureCyan PureGreen PureMagenta PureRed PureYellow RandomStream Red RedShift TranslucentPatterns Transparent VeryDarkGray VeryLightGray VeryVeryDarkGray VeryVeryLightGray White Yellow' 	poolDictionaries: '' 	category: 'Graphics-Primitives'","Color class 	instanceVariableNames: ''"
ORCmdReferencesEnvironment,"ORCmdEnvironment subclass: #ORCmdReferencesEnvironment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Commands'","ORCmdReferencesEnvironment class 	instanceVariableNames: ''"
CursorWithAlpha,"Cursor subclass: #CursorWithAlpha 	instanceVariableNames: 'fallback' 	classVariableNames: 'Constants' 	poolDictionaries: '' 	category: 'Graphics-Display Objects'","CursorWithAlpha class 	instanceVariableNames: ''"
RBGuardingClauseRule,"RBParseTreeLintRule subclass: #RBGuardingClauseRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-ParseTreeRules'","RBGuardingClauseRule class 	instanceVariableNames: ''"
ZnCharacterEncoder,"Object subclass: #ZnCharacterEncoder 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Streaming'","ZnCharacterEncoder class 	instanceVariableNames: ''"
SHTextStylerST80,"SHTextStyler subclass: #SHTextStylerST80 	instanceVariableNames: 'classOrMetaClass workspace font parser environment pixelHeight' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Shout-Styling'","SHTextStylerST80 class 	instanceVariableNames: 'styleTable textAttributesByPixelHeight'"
ZnStaticFileServerDelegateTests,"TestCase subclass: #ZnStaticFileServerDelegateTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Tests'","ZnStaticFileServerDelegateTests class 	instanceVariableNames: ''"
RBSentNotImplementedRule,"RBBlockLintRule subclass: #RBSentNotImplementedRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-BlockRules'","RBSentNotImplementedRule class 	instanceVariableNames: ''"
OREnvironmentNode,"OBEnvironmentNode subclass: #OREnvironmentNode 	instanceVariableNames: 'browserEnvironment' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Browsers'","OREnvironmentNode class 	instanceVariableNames: ''"
EventManager,"Object subclass: #EventManager 	instanceVariableNames: 'actionMap' 	classVariableNames: 'ActionMaps' 	poolDictionaries: '' 	category: 'System-Object Events'","EventManager class 	instanceVariableNames: ''"
FileDialogWindow,"DialogWindow subclass: #FileDialogWindow 	instanceVariableNames: 'directoryTreeMorph fileListMorph directories selectedDirectory selectedFileIndex fileSelectionBlock showDirectoriesInFileList fileSortBlock fileNameText defaultExtension actionSelector answer entryCache entryCacheDirectory previewType previewMorph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets-Windows'","FileDialogWindow class 	instanceVariableNames: ''"
